               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  32,            0.038372,            0.077807,            0.022403,             0.63359,             0.55132,             0.56316,             0.35981,            0.033648,            0.045878,            0.017312,           0.0093862,           0.0093862,           0.0093862
                  33,            0.038364,            0.077815,             0.02217,             0.71099,             0.52648,             0.56443,             0.36045,             0.03357,            0.045811,            0.017245,           0.0093664,           0.0093664,           0.0093664
                  34,            0.038378,             0.07757,            0.021842,             0.64416,             0.56982,              0.5696,             0.36638,            0.033384,            0.045751,            0.017175,           0.0093466,           0.0093466,           0.0093466
                  35,            0.037965,              0.0775,            0.021671,             0.67507,             0.53429,             0.57347,             0.36944,            0.033347,            0.045577,            0.017077,           0.0093268,           0.0093268,           0.0093268
                  36,            0.037755,            0.076271,            0.021681,             0.69591,              0.5259,             0.57001,             0.36873,            0.033277,            0.045628,             0.01696,            0.009307,            0.009307,            0.009307
                  37,            0.037901,            0.077441,            0.021413,             0.68184,             0.54564,             0.57065,             0.36797,            0.033212,            0.045617,            0.016973,           0.0092872,           0.0092872,           0.0092872
                  38,            0.037728,            0.077363,            0.021153,             0.68102,             0.55132,             0.57203,             0.36998,            0.033087,            0.045599,            0.016993,           0.0092674,           0.0092674,           0.0092674
                  39,            0.037412,            0.076168,             0.02104,             0.67287,             0.53719,             0.57153,             0.37046,            0.033081,            0.045469,            0.016923,           0.0092476,           0.0092476,           0.0092476
                  40,             0.03751,            0.076968,             0.02093,             0.60772,             0.56376,             0.57538,             0.37161,            0.033036,            0.045381,            0.016813,           0.0092278,           0.0092278,           0.0092278
                  41,            0.037168,            0.075277,            0.020531,             0.66759,             0.54226,             0.57735,             0.37447,            0.032944,            0.045363,            0.016916,            0.009208,            0.009208,            0.009208
                  42,            0.037176,            0.075997,            0.020527,             0.63384,             0.56525,             0.58143,             0.37742,            0.032894,            0.045403,            0.016584,           0.0091882,           0.0091882,           0.0091882
                  43,            0.037056,            0.075727,            0.020182,             0.62205,             0.56705,             0.59031,             0.38104,            0.032821,            0.045315,            0.016649,           0.0091684,           0.0091684,           0.0091684
                  44,            0.036922,            0.075218,            0.020213,             0.61221,             0.57617,             0.58887,             0.38043,            0.032812,            0.045189,            0.016707,           0.0091486,           0.0091486,           0.0091486
                  45,            0.036818,            0.075248,             0.01999,              0.6717,             0.55134,             0.59018,             0.38213,            0.032784,            0.045151,            0.016673,           0.0091288,           0.0091288,           0.0091288
                  46,            0.036734,             0.07466,            0.019823,              0.6469,             0.56615,             0.59022,              0.3825,             0.03269,            0.045088,            0.016597,            0.009109,            0.009109,            0.009109
                  47,            0.036581,            0.074282,            0.019651,             0.61286,             0.58364,             0.59236,             0.38398,            0.032621,            0.045049,            0.016549,           0.0090892,           0.0090892,           0.0090892
                  48,            0.036565,            0.074416,            0.019595,             0.62747,             0.57529,             0.59289,             0.38598,            0.032545,            0.044987,             0.01656,           0.0090694,           0.0090694,           0.0090694
                  49,             0.03644,            0.074449,            0.019417,             0.63259,             0.57933,             0.59538,             0.38664,            0.032582,            0.045043,             0.01655,           0.0090496,           0.0090496,           0.0090496
                  50,            0.036358,            0.074523,            0.019146,             0.64146,              0.5737,             0.59625,             0.38695,            0.032586,            0.045079,            0.016604,           0.0090298,           0.0090298,           0.0090298
                  51,            0.036375,            0.074534,            0.019058,             0.66976,              0.5546,             0.59321,              0.3857,            0.032607,            0.045135,            0.016552,             0.00901,             0.00901,             0.00901
                  52,            0.036331,            0.074139,            0.019059,              0.6692,             0.55108,             0.59241,             0.38573,            0.032567,            0.045099,             0.01651,           0.0089902,           0.0089902,           0.0089902
                  53,            0.036108,            0.073495,            0.018691,             0.65839,             0.56222,             0.59435,             0.38612,            0.032599,            0.045144,            0.016537,           0.0089704,           0.0089704,           0.0089704
                  54,            0.035923,            0.073312,            0.018564,             0.66609,             0.55799,             0.59198,             0.38646,            0.032589,            0.045138,            0.016541,           0.0089506,           0.0089506,           0.0089506
                  55,             0.03592,            0.073577,             0.01853,             0.66261,             0.56199,             0.59334,             0.38716,              0.0326,            0.045133,            0.016614,           0.0089308,           0.0089308,           0.0089308
                  56,            0.035871,              0.0733,             0.01833,             0.65129,             0.56529,             0.59317,             0.38816,            0.032576,            0.045135,            0.016571,            0.008911,            0.008911,            0.008911
                  57,            0.035862,            0.072982,             0.01847,             0.67143,             0.55436,             0.59446,              0.3881,            0.032512,            0.045128,            0.016548,           0.0088912,           0.0088912,           0.0088912
                  58,            0.035688,            0.072732,            0.018307,             0.62379,             0.58351,             0.59597,             0.38898,             0.03249,            0.045146,             0.01664,           0.0088714,           0.0088714,           0.0088714
                  59,             0.03549,            0.072396,            0.017993,             0.67251,             0.55712,             0.59546,             0.38885,            0.032484,            0.045172,            0.016696,           0.0088516,           0.0088516,           0.0088516
                  60,            0.035533,            0.072586,            0.017864,             0.64763,             0.57276,             0.59522,             0.38866,            0.032462,            0.045151,            0.016734,           0.0088318,           0.0088318,           0.0088318
                  61,            0.035553,            0.072367,            0.017849,             0.67292,             0.55246,             0.59456,             0.38906,            0.032445,            0.045155,             0.01673,            0.008812,            0.008812,            0.008812
                  62,            0.035453,            0.072348,            0.017773,             0.68369,             0.54603,             0.59336,             0.38881,            0.032427,            0.045145,            0.016746,           0.0087922,           0.0087922,           0.0087922
                  63,            0.035352,            0.072806,            0.017665,             0.66837,             0.55264,             0.59437,             0.38963,            0.032403,            0.045132,            0.016739,           0.0087724,           0.0087724,           0.0087724
                  64,            0.035266,            0.071852,              0.0176,             0.66215,             0.55872,             0.59559,              0.3906,            0.032374,            0.045126,            0.016721,           0.0087526,           0.0087526,           0.0087526
                  65,            0.035268,            0.071852,            0.017456,              0.6652,             0.55755,             0.59544,             0.39029,            0.032362,            0.045128,            0.016705,           0.0087328,           0.0087328,           0.0087328
                  66,            0.035164,            0.071966,            0.017586,              0.6536,              0.5643,             0.59642,             0.39099,            0.032352,            0.045124,            0.016691,            0.008713,            0.008713,            0.008713
                  67,            0.034975,            0.071423,            0.017476,             0.65339,             0.56454,             0.59685,             0.39126,            0.032355,            0.045119,            0.016701,           0.0086932,           0.0086932,           0.0086932
                  68,            0.035066,            0.071686,            0.017249,             0.63401,             0.57396,             0.59658,             0.39125,            0.032357,            0.045139,            0.016726,           0.0086734,           0.0086734,           0.0086734
                  69,            0.034987,              0.0713,            0.017188,             0.64006,              0.5717,             0.59779,             0.39182,            0.032363,            0.045141,            0.016755,           0.0086536,           0.0086536,           0.0086536
                  70,            0.034858,            0.071333,            0.017032,             0.64149,             0.57743,             0.60067,             0.39203,            0.032365,            0.045141,            0.016766,           0.0086338,           0.0086338,           0.0086338
                  71,            0.034838,            0.071355,            0.016944,             0.65304,             0.56247,             0.59817,              0.3921,            0.032356,            0.045165,            0.016792,            0.008614,            0.008614,            0.008614
                  72,             0.03479,              0.0713,            0.016653,                0.62,             0.58768,             0.59709,             0.39146,             0.03235,            0.045176,            0.016815,           0.0085942,           0.0085942,           0.0085942
                  73,            0.034693,            0.071345,            0.016763,             0.65972,              0.5595,             0.59652,             0.39157,            0.032343,            0.045192,            0.016826,           0.0085744,           0.0085744,           0.0085744
                  74,            0.034559,            0.070802,            0.016688,             0.65714,              0.5614,             0.59606,             0.39171,            0.032342,            0.045207,            0.016831,           0.0085546,           0.0085546,           0.0085546
                  75,            0.034588,            0.070852,            0.016578,             0.65897,             0.56044,             0.59617,             0.39192,            0.032337,            0.045204,             0.01684,           0.0085348,           0.0085348,           0.0085348
                  76,            0.034399,             0.07052,             0.01648,             0.66074,             0.56064,             0.59676,             0.39216,            0.032333,            0.045213,            0.016836,            0.008515,            0.008515,            0.008515
                  77,            0.034357,            0.070216,            0.016382,             0.66735,             0.55787,             0.59604,             0.39202,            0.032337,            0.045227,            0.016836,           0.0084952,           0.0084952,           0.0084952
                  78,            0.034271,            0.069579,            0.016255,             0.65614,             0.56479,             0.59644,             0.39214,            0.032337,            0.045248,            0.016835,           0.0084754,           0.0084754,           0.0084754
                  79,            0.034398,            0.070187,            0.016236,             0.66364,             0.55932,             0.59648,             0.39241,            0.032332,            0.045257,            0.016858,           0.0084556,           0.0084556,           0.0084556
                  80,            0.034197,            0.069708,            0.016036,             0.65832,             0.56854,             0.59873,             0.39209,            0.032326,            0.045259,            0.016877,           0.0084358,           0.0084358,           0.0084358
                  81,            0.034127,            0.069652,            0.016053,             0.65481,             0.56952,             0.59811,             0.39239,            0.032319,            0.045267,            0.016882,            0.008416,            0.008416,            0.008416
                  82,            0.034278,            0.069873,            0.016059,             0.64694,              0.5764,             0.59767,             0.39242,            0.032321,            0.045268,             0.01688,           0.0083962,           0.0083962,           0.0083962
                  83,             0.03398,            0.069377,            0.015851,             0.65036,             0.57261,             0.59754,             0.39245,            0.032317,            0.045272,             0.01689,           0.0083764,           0.0083764,           0.0083764
                  84,            0.034002,            0.069954,            0.015791,             0.67423,             0.55868,             0.59812,             0.39251,            0.032306,            0.045273,            0.016904,           0.0083566,           0.0083566,           0.0083566
                  85,             0.03397,            0.069938,            0.015781,             0.66361,             0.56474,             0.59771,             0.39283,            0.032291,            0.045274,            0.016908,           0.0083368,           0.0083368,           0.0083368
                  86,            0.033897,             0.06966,            0.015641,             0.65951,             0.56828,             0.59737,              0.3926,            0.032294,            0.045284,            0.016925,            0.008317,            0.008317,            0.008317
                  87,            0.033842,            0.069339,            0.015748,             0.65341,              0.5721,             0.59779,             0.39253,            0.032295,             0.04529,            0.016941,           0.0082972,           0.0082972,           0.0082972
                  88,            0.033822,            0.069855,             0.01571,             0.66611,              0.5637,             0.59774,             0.39247,            0.032301,            0.045306,            0.016952,           0.0082774,           0.0082774,           0.0082774
                  89,            0.033817,            0.069164,            0.015607,             0.67207,             0.55992,             0.59758,             0.39268,            0.032295,            0.045325,            0.016971,           0.0082576,           0.0082576,           0.0082576
                  90,             0.03379,            0.069397,            0.015556,             0.64389,             0.57667,             0.59721,             0.39237,            0.032291,            0.045337,            0.016986,           0.0082378,           0.0082378,           0.0082378
                  91,            0.033735,            0.068487,            0.015399,             0.64467,             0.57822,             0.59829,             0.39232,            0.032284,             0.04534,             0.01701,            0.008218,            0.008218,            0.008218
                  92,            0.033586,            0.069227,            0.015245,             0.64626,             0.57689,             0.59759,             0.39203,             0.03228,            0.045354,             0.01703,           0.0081982,           0.0081982,           0.0081982
                  93,            0.033528,            0.068693,            0.015311,             0.66302,             0.55835,             0.59264,             0.39175,            0.032271,            0.045368,            0.017046,           0.0081784,           0.0081784,           0.0081784
                  94,            0.033504,            0.068617,            0.015206,             0.65916,             0.56256,             0.59374,             0.39181,            0.032264,            0.045387,            0.017047,           0.0081586,           0.0081586,           0.0081586
                  95,            0.033482,            0.068551,            0.015265,             0.66358,               0.564,              0.5964,             0.39212,            0.032265,            0.045399,            0.017067,           0.0081388,           0.0081388,           0.0081388
                  96,            0.033506,            0.068534,            0.015033,             0.65739,             0.56778,             0.59621,             0.39217,            0.032261,            0.045413,            0.017058,            0.008119,            0.008119,            0.008119
                  97,            0.033359,            0.068659,            0.014942,             0.65387,             0.56007,             0.59168,             0.39196,            0.032259,            0.045426,            0.017073,           0.0080992,           0.0080992,           0.0080992
                  98,            0.033322,            0.067943,            0.015007,              0.6742,             0.54993,             0.59163,             0.39226,            0.032255,            0.045441,            0.017073,           0.0080794,           0.0080794,           0.0080794
                  99,            0.033209,            0.067986,            0.014974,             0.64972,             0.56142,             0.59171,             0.39228,            0.032262,            0.045455,            0.017082,           0.0080596,           0.0080596,           0.0080596
                 100,            0.033274,            0.067994,            0.014934,             0.65818,             0.55589,             0.59128,              0.3918,            0.032261,            0.045467,            0.017089,           0.0080398,           0.0080398,           0.0080398
                 101,            0.032996,            0.067932,            0.014751,             0.65281,             0.55949,             0.59165,             0.39179,            0.032253,            0.045481,            0.017093,             0.00802,             0.00802,             0.00802
                 102,            0.033164,            0.067752,            0.014806,             0.66769,             0.55132,             0.59128,             0.39186,            0.032246,            0.045496,            0.017086,           0.0080002,           0.0080002,           0.0080002
                 103,              0.0332,            0.067886,            0.014858,             0.65583,             0.55763,             0.59114,             0.39178,            0.032236,            0.045512,            0.017079,           0.0079804,           0.0079804,           0.0079804
                 104,            0.033052,            0.068048,            0.014686,             0.59571,             0.60542,             0.59159,              0.3918,            0.032233,            0.045534,            0.017082,           0.0079606,           0.0079606,           0.0079606
                 105,            0.033067,            0.067573,            0.014725,             0.64833,              0.5616,             0.59143,             0.39209,            0.032227,            0.045548,            0.017078,           0.0079408,           0.0079408,           0.0079408
                 106,            0.032974,            0.067845,            0.014474,             0.61194,             0.59151,             0.59148,             0.39182,            0.032232,            0.045571,              0.0171,            0.007921,            0.007921,            0.007921
                 107,             0.03293,            0.067763,            0.014473,             0.59416,             0.60586,             0.59134,             0.39163,             0.03223,            0.045586,            0.017106,           0.0079012,           0.0079012,           0.0079012
                 108,            0.032947,            0.067973,            0.014356,             0.61409,             0.59037,             0.59207,             0.39179,            0.032228,            0.045597,            0.017113,           0.0078814,           0.0078814,           0.0078814
                 109,             0.03281,             0.06698,            0.014433,             0.61055,             0.59802,             0.59321,             0.39157,            0.032234,            0.045621,            0.017146,           0.0078616,           0.0078616,           0.0078616
                 110,             0.03293,            0.067271,            0.014492,             0.62787,              0.5832,             0.59326,              0.3914,            0.032227,            0.045634,            0.017156,           0.0078418,           0.0078418,           0.0078418
                 111,            0.032796,            0.068195,            0.014224,             0.61716,             0.59265,             0.59367,             0.39227,            0.032225,            0.045645,            0.017162,            0.007822,            0.007822,            0.007822
                 112,            0.032725,            0.067175,            0.014253,             0.62246,             0.58975,             0.59362,             0.39186,            0.032232,             0.04566,            0.017168,           0.0078022,           0.0078022,           0.0078022
                 113,            0.032716,            0.067147,            0.014104,              0.6183,             0.59439,             0.59349,             0.39216,            0.032237,            0.045679,            0.017168,           0.0077824,           0.0077824,           0.0077824
                 114,             0.03259,            0.067017,            0.014261,             0.63122,             0.58394,             0.59335,             0.39222,            0.032239,            0.045697,            0.017169,           0.0077626,           0.0077626,           0.0077626
                 115,            0.032645,            0.066361,             0.01428,             0.62486,              0.5886,             0.59371,             0.39207,            0.032236,            0.045704,            0.017167,           0.0077428,           0.0077428,           0.0077428
                 116,            0.032697,            0.067078,            0.014131,             0.62209,             0.59019,             0.59371,             0.39232,            0.032238,            0.045713,            0.017163,            0.007723,            0.007723,            0.007723
                 117,            0.032613,            0.066886,            0.014331,             0.63649,             0.58116,             0.59393,             0.39241,            0.032236,            0.045717,            0.017159,           0.0077032,           0.0077032,           0.0077032
                 118,            0.032577,            0.066951,            0.014115,             0.63567,             0.58384,             0.59414,             0.39263,             0.03224,            0.045724,            0.017159,           0.0076834,           0.0076834,           0.0076834
                 119,            0.032509,             0.06727,            0.013942,             0.63973,             0.58157,             0.59411,             0.39226,             0.03225,            0.045743,            0.017174,           0.0076636,           0.0076636,           0.0076636
                 120,            0.032518,            0.067039,            0.014115,             0.64273,              0.5801,             0.59399,             0.39233,            0.032257,            0.045765,            0.017193,           0.0076438,           0.0076438,           0.0076438
                 121,            0.032417,            0.067026,            0.013895,             0.64306,             0.57973,              0.5937,              0.3921,            0.032272,            0.045784,            0.017214,            0.007624,            0.007624,            0.007624
                 122,            0.032427,            0.066157,             0.01398,             0.64064,             0.57913,             0.59342,             0.39212,             0.03228,            0.045801,            0.017235,           0.0076042,           0.0076042,           0.0076042
                 123,             0.03235,            0.066471,            0.013963,             0.63751,             0.58032,             0.59319,             0.39196,            0.032282,            0.045828,            0.017253,           0.0075844,           0.0075844,           0.0075844
                 124,            0.032413,            0.066376,            0.013882,             0.63696,             0.58257,             0.59354,             0.39219,            0.032294,            0.045853,            0.017265,           0.0075646,           0.0075646,           0.0075646
                 125,            0.032414,            0.066589,            0.013902,             0.63101,             0.58429,             0.59305,             0.39205,            0.032305,             0.04587,            0.017279,           0.0075448,           0.0075448,           0.0075448
                 126,            0.032261,            0.065875,            0.013764,             0.64043,             0.58147,               0.593,             0.39202,            0.032317,            0.045895,            0.017294,            0.007525,            0.007525,            0.007525
                 127,            0.032125,            0.065658,            0.013632,             0.63303,             0.58349,             0.59307,             0.39258,            0.032314,            0.045907,            0.017294,           0.0075052,           0.0075052,           0.0075052
                 128,            0.032196,            0.066279,            0.013562,             0.63133,             0.58622,              0.5927,             0.39248,            0.032321,            0.045927,            0.017309,           0.0074854,           0.0074854,           0.0074854
                 129,            0.032146,            0.065616,            0.013576,              0.6271,             0.58973,             0.59262,             0.39243,            0.032332,            0.045937,            0.017321,           0.0074656,           0.0074656,           0.0074656
                 130,            0.032059,            0.065719,            0.013549,             0.62822,             0.58946,             0.59301,              0.3924,            0.032337,            0.045961,            0.017332,           0.0074458,           0.0074458,           0.0074458
                 131,            0.032038,            0.066081,            0.013593,             0.63937,             0.57979,             0.59279,             0.39228,            0.032342,            0.045974,            0.017341,            0.007426,            0.007426,            0.007426
                 132,            0.031985,            0.065747,            0.013568,             0.63279,             0.58584,             0.59256,             0.39237,            0.032357,            0.045996,            0.017356,           0.0074062,           0.0074062,           0.0074062
                 133,            0.032055,            0.065955,            0.013396,             0.63587,             0.58191,             0.59208,             0.39257,            0.032363,            0.046015,            0.017362,           0.0073864,           0.0073864,           0.0073864
                 134,             0.03201,            0.065073,            0.013483,             0.63927,             0.57682,             0.59262,             0.39238,            0.032364,            0.046034,            0.017367,           0.0073666,           0.0073666,           0.0073666
                 135,            0.032009,            0.066055,              0.0134,             0.62972,             0.58406,             0.59197,             0.39213,             0.03237,            0.046053,            0.017391,           0.0073468,           0.0073468,           0.0073468
                 136,            0.031898,            0.065825,            0.013288,             0.64291,             0.57674,             0.59193,             0.39242,            0.032378,            0.046075,            0.017403,            0.007327,            0.007327,            0.007327
                 137,            0.031869,            0.065047,            0.013343,             0.63211,             0.58095,             0.59174,             0.39216,            0.032382,            0.046098,            0.017426,           0.0073072,           0.0073072,           0.0073072
                 138,            0.031961,            0.065732,            0.013395,             0.63141,             0.58199,             0.59138,             0.39204,            0.032385,            0.046122,            0.017444,           0.0072874,           0.0072874,           0.0072874
                 139,            0.031774,            0.064876,            0.013239,             0.62809,             0.58621,             0.59102,             0.39205,            0.032382,            0.046129,            0.017463,           0.0072676,           0.0072676,           0.0072676
                 140,            0.031728,            0.064924,            0.013251,             0.62533,             0.58666,             0.59047,             0.39186,            0.032389,            0.046138,            0.017472,           0.0072478,           0.0072478,           0.0072478
                 141,            0.031761,            0.065443,            0.013263,             0.61013,             0.59561,             0.59051,             0.39212,            0.032397,            0.046154,            0.017489,            0.007228,            0.007228,            0.007228
                 142,            0.031719,             0.06501,            0.013211,             0.62228,             0.58573,             0.59031,             0.39197,            0.032406,            0.046182,            0.017503,           0.0072082,           0.0072082,           0.0072082
                 143,             0.03166,            0.065032,            0.013135,             0.62622,             0.58452,             0.59016,             0.39138,            0.032413,            0.046197,            0.017524,           0.0071884,           0.0071884,           0.0071884
                 144,            0.031677,            0.064919,            0.013107,             0.63088,             0.57889,             0.59039,             0.39135,            0.032426,             0.04621,            0.017544,           0.0071686,           0.0071686,           0.0071686
                 145,            0.031693,            0.065234,             0.01304,             0.63018,             0.58104,             0.59019,             0.39096,            0.032432,            0.046231,            0.017563,           0.0071488,           0.0071488,           0.0071488
                 146,            0.031525,            0.064581,            0.013052,             0.62842,             0.58266,             0.59021,             0.39099,            0.032439,            0.046244,            0.017578,            0.007129,            0.007129,            0.007129
                 147,            0.031544,            0.065027,            0.012996,             0.61796,             0.58888,             0.58995,              0.3904,            0.032442,             0.04626,            0.017591,           0.0071092,           0.0071092,           0.0071092
                 148,            0.031433,            0.064821,            0.013031,             0.61747,             0.58832,             0.58985,             0.39071,            0.032449,            0.046271,            0.017606,           0.0070894,           0.0070894,           0.0070894
                 149,            0.031643,            0.065025,            0.013095,             0.61599,              0.5912,             0.58954,             0.39091,            0.032453,            0.046274,            0.017615,           0.0070696,           0.0070696,           0.0070696
                 150,            0.031524,             0.06477,            0.012789,             0.61792,             0.58833,             0.58964,             0.39102,            0.032456,            0.046281,            0.017623,           0.0070498,           0.0070498,           0.0070498
                 151,            0.031384,            0.064499,            0.012787,             0.61611,             0.59075,             0.58947,             0.39064,            0.032462,            0.046295,            0.017645,             0.00703,             0.00703,             0.00703
                 152,             0.03135,            0.064399,            0.012753,             0.61486,             0.59639,             0.59109,             0.39073,            0.032465,            0.046311,            0.017663,           0.0070102,           0.0070102,           0.0070102
                 153,             0.03149,            0.064668,            0.012912,             0.63305,             0.57634,             0.58917,             0.39052,            0.032462,            0.046315,            0.017693,           0.0069904,           0.0069904,           0.0069904
                 154,            0.031463,            0.064932,            0.012918,             0.61447,             0.58891,             0.58805,              0.3901,            0.032462,            0.046324,             0.01772,           0.0069706,           0.0069706,           0.0069706
                 155,            0.031366,            0.064238,            0.012667,             0.64411,             0.57114,             0.58954,             0.39004,            0.032471,            0.046336,            0.017739,           0.0069508,           0.0069508,           0.0069508
                 156,             0.03144,            0.064432,            0.012803,             0.62669,             0.58343,             0.58996,             0.38999,            0.032468,            0.046342,            0.017752,            0.006931,            0.006931,            0.006931
                 157,            0.031297,            0.063868,            0.012595,             0.65086,              0.5655,             0.58934,             0.38975,            0.032483,            0.046374,            0.017786,           0.0069112,           0.0069112,           0.0069112
                 158,            0.031403,            0.064194,            0.012666,             0.64626,             0.56877,             0.58892,             0.38974,            0.032478,            0.046395,              0.0178,           0.0068914,           0.0068914,           0.0068914
                 159,            0.031215,            0.064192,            0.012664,             0.64208,             0.57034,             0.58905,             0.38948,            0.032471,            0.046409,            0.017809,           0.0068716,           0.0068716,           0.0068716
                 160,            0.031226,            0.064142,            0.012577,             0.63669,             0.57349,             0.58853,             0.38944,            0.032473,            0.046421,            0.017831,           0.0068518,           0.0068518,           0.0068518
                 161,            0.031184,            0.063967,            0.012629,              0.6466,              0.5658,             0.58877,             0.38977,            0.032474,             0.04643,            0.017839,            0.006832,            0.006832,            0.006832
                 162,            0.031264,            0.064404,            0.012675,             0.63747,             0.57173,             0.58763,             0.38917,            0.032477,            0.046441,            0.017854,           0.0068122,           0.0068122,           0.0068122
