               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  15,            0.037509,            0.076739,            0.021871,             0.70621,              0.5077,             0.54073,             0.34261,            0.033931,            0.046702,            0.018601,           0.0097228,           0.0097228,           0.0097228
                  16,            0.037382,            0.077002,            0.021621,             0.73565,             0.50051,             0.54987,             0.34963,            0.033837,            0.046683,            0.017986,            0.009703,            0.009703,            0.009703
                  17,            0.037158,            0.076147,            0.021261,             0.67997,             0.50463,             0.55616,             0.35552,            0.033456,            0.046168,            0.017851,           0.0096832,           0.0096832,           0.0096832
                  18,            0.036896,            0.075966,             0.02102,              0.6211,             0.54435,             0.55888,             0.35558,            0.033482,            0.046538,            0.017838,           0.0096634,           0.0096634,           0.0096634
                  19,            0.036719,            0.075698,            0.020584,             0.56517,             0.56737,             0.56213,             0.35919,            0.033489,            0.046019,            0.017896,           0.0096436,           0.0096436,           0.0096436
                  20,            0.036645,            0.075399,            0.020288,             0.58498,             0.56159,             0.56661,             0.36283,            0.033578,            0.046318,            0.017493,           0.0096238,           0.0096238,           0.0096238
                  21,            0.036531,            0.074896,            0.020186,              0.7113,             0.52252,             0.56989,             0.36611,             0.03333,             0.04639,            0.017408,            0.009604,            0.009604,            0.009604
                  22,             0.03615,            0.074745,            0.019716,             0.71476,             0.52717,             0.57301,             0.37018,            0.033102,            0.046106,            0.017317,           0.0095842,           0.0095842,           0.0095842
                  23,            0.036031,            0.074829,            0.019528,             0.62179,             0.54587,              0.5634,             0.36554,            0.033108,            0.046346,            0.017794,           0.0095644,           0.0095644,           0.0095644
                  24,            0.035974,            0.073741,            0.019461,             0.70558,             0.53254,             0.57385,             0.36883,            0.033042,            0.046309,            0.017283,           0.0095446,           0.0095446,           0.0095446
                  25,            0.035935,            0.073882,            0.019064,             0.71817,             0.54184,             0.57629,             0.37268,            0.032835,            0.046264,            0.017557,           0.0095248,           0.0095248,           0.0095248
                  26,            0.035621,            0.073337,            0.019071,             0.68295,             0.53913,             0.57472,             0.37193,            0.032843,            0.046215,            0.017086,            0.009505,            0.009505,            0.009505
                  27,            0.035568,            0.073918,            0.018853,             0.66275,             0.57215,             0.58608,             0.37477,            0.032821,            0.046219,            0.017306,           0.0094852,           0.0094852,           0.0094852
                  28,            0.035385,            0.073331,            0.018588,             0.64011,              0.5374,             0.57335,             0.37372,            0.032765,            0.045997,            0.017263,           0.0094654,           0.0094654,           0.0094654
                  29,             0.03532,            0.072297,            0.018438,             0.63573,             0.55064,             0.57201,             0.37332,             0.03275,            0.046131,            0.017497,           0.0094456,           0.0094456,           0.0094456
                  30,            0.035139,            0.072743,            0.018255,             0.69206,             0.54622,             0.58425,             0.38047,            0.032702,            0.046225,             0.01729,           0.0094258,           0.0094258,           0.0094258
                  31,            0.035205,            0.072723,            0.018037,              0.6717,             0.54762,             0.58167,             0.38014,            0.032685,            0.046268,            0.017384,            0.009406,            0.009406,            0.009406
                  32,            0.034999,            0.072095,            0.017902,             0.66803,             0.54609,              0.5793,             0.37876,            0.032598,            0.046104,            0.017364,           0.0093862,           0.0093862,           0.0093862
                  33,            0.034877,            0.072139,             0.01773,             0.69018,             0.56027,             0.58818,             0.38282,            0.032528,             0.04627,            0.017223,           0.0093664,           0.0093664,           0.0093664
                  34,            0.034874,            0.072202,            0.017816,             0.64078,             0.57258,             0.58449,             0.38041,            0.032584,            0.046402,            0.017239,           0.0093466,           0.0093466,           0.0093466
                  35,            0.034681,            0.071456,            0.017319,             0.68902,             0.55404,             0.58812,              0.3837,            0.032474,            0.046257,            0.017443,           0.0093268,           0.0093268,           0.0093268
                  36,            0.034534,            0.071737,            0.017409,             0.68003,             0.55828,             0.58517,             0.38243,            0.032528,            0.046424,            0.017382,            0.009307,            0.009307,            0.009307
                  37,            0.034477,            0.071663,             0.01724,             0.67115,             0.55269,             0.58144,             0.38184,            0.032383,            0.046405,            0.017541,           0.0092872,           0.0092872,           0.0092872
                  38,            0.034415,            0.071291,            0.017146,              0.6818,             0.55764,             0.59009,             0.38538,            0.032487,            0.046211,             0.01744,           0.0092674,           0.0092674,           0.0092674
                  39,            0.034408,            0.071184,            0.016962,             0.69089,              0.5453,             0.58488,              0.3836,            0.032395,            0.046389,            0.017537,           0.0092476,           0.0092476,           0.0092476
                  40,            0.034277,             0.07054,             0.01693,             0.67255,             0.55227,              0.5831,             0.38311,            0.032398,            0.046368,            0.017603,           0.0092278,           0.0092278,           0.0092278
                  41,            0.034154,             0.07098,            0.016727,              0.6932,             0.54522,             0.58263,             0.38414,            0.032445,             0.04656,            0.017783,            0.009208,            0.009208,            0.009208
                  42,             0.03401,            0.070828,            0.016513,             0.70515,             0.54628,             0.58523,             0.38495,            0.032488,            0.046697,            0.017715,           0.0091882,           0.0091882,           0.0091882
                  43,            0.034059,            0.070713,            0.016606,             0.72357,             0.53777,             0.58375,             0.38491,            0.032417,            0.046708,            0.017525,           0.0091684,           0.0091684,           0.0091684
                  44,            0.033942,            0.070185,            0.016314,             0.70909,             0.54376,             0.58381,              0.3846,            0.032374,            0.046574,             0.01755,           0.0091486,           0.0091486,           0.0091486
                  45,            0.033976,            0.070221,            0.016267,             0.70038,             0.55205,             0.58615,             0.38655,            0.032392,            0.046603,            0.017636,           0.0091288,           0.0091288,           0.0091288
                  46,            0.033857,            0.070485,            0.016095,             0.69503,             0.55385,             0.58963,             0.38829,            0.032321,            0.046571,            0.017681,            0.009109,            0.009109,            0.009109
                  47,            0.033646,            0.069982,            0.016007,             0.69268,             0.55193,             0.58815,             0.38764,            0.032269,            0.046626,            0.017865,           0.0090892,           0.0090892,           0.0090892
                  48,            0.033685,            0.069578,            0.016088,             0.69524,             0.55276,             0.58716,             0.38872,            0.032247,            0.046566,            0.017916,           0.0090694,           0.0090694,           0.0090694
                  49,            0.033488,            0.069074,            0.015993,             0.66739,             0.55904,             0.58663,             0.38728,            0.032301,            0.046525,             0.01792,           0.0090496,           0.0090496,           0.0090496
                  50,            0.033597,            0.070162,            0.015849,             0.64493,             0.56916,             0.58459,             0.38721,            0.032255,            0.046489,            0.017917,           0.0090298,           0.0090298,           0.0090298
                  51,            0.033395,            0.069319,             0.01571,             0.67074,             0.55585,             0.58449,             0.38767,             0.03225,            0.046437,            0.017971,             0.00901,             0.00901,             0.00901
                  52,            0.033328,            0.069058,            0.015675,             0.68674,             0.54351,             0.58181,             0.38585,            0.032226,            0.046449,            0.018108,           0.0089902,           0.0089902,           0.0089902
                  53,            0.033449,            0.069034,            0.015766,             0.66321,             0.55832,             0.58107,             0.38459,            0.032232,            0.046522,            0.018101,           0.0089704,           0.0089704,           0.0089704
                  54,            0.033409,            0.069129,             0.01553,              0.6677,             0.55188,             0.58213,             0.38474,            0.032243,            0.046592,            0.018126,           0.0089506,           0.0089506,           0.0089506
                  55,             0.03326,            0.068541,            0.015504,             0.63629,             0.57302,             0.58389,             0.38554,            0.032286,            0.046665,            0.018104,           0.0089308,           0.0089308,           0.0089308
                  56,            0.033153,            0.068431,            0.015554,             0.66373,             0.56015,             0.58445,             0.38633,            0.032308,            0.046697,            0.018062,            0.008911,            0.008911,            0.008911
                  57,            0.033111,            0.068194,            0.015365,             0.65158,             0.56872,             0.58544,             0.38714,            0.032292,            0.046726,            0.018005,           0.0088912,           0.0088912,           0.0088912
                  58,            0.033055,            0.068574,            0.015086,              0.6748,              0.5531,             0.58483,              0.3874,            0.032288,            0.046753,            0.017996,           0.0088714,           0.0088714,           0.0088714
                  59,            0.033065,            0.068451,            0.015217,             0.67327,             0.55755,             0.58492,             0.38736,             0.03229,            0.046769,            0.017987,           0.0088516,           0.0088516,           0.0088516
                  60,            0.033053,            0.068775,            0.015179,             0.68433,             0.55191,             0.58611,               0.388,            0.032264,             0.04676,            0.018017,           0.0088318,           0.0088318,           0.0088318
                  61,            0.032953,            0.068161,            0.015026,             0.66363,             0.56501,             0.58705,             0.38892,            0.032248,            0.046743,            0.018053,            0.008812,            0.008812,            0.008812
                  62,            0.032804,            0.068405,             0.01485,              0.6799,             0.55795,             0.58843,             0.38946,            0.032247,             0.04675,            0.018066,           0.0087922,           0.0087922,           0.0087922
                  63,            0.032745,            0.067513,            0.015102,             0.68018,             0.56059,             0.58837,             0.38966,            0.032247,            0.046771,            0.018075,           0.0087724,           0.0087724,           0.0087724
                  64,            0.032806,            0.068546,            0.014857,             0.67008,             0.57023,             0.58939,             0.39013,            0.032247,            0.046811,            0.018091,           0.0087526,           0.0087526,           0.0087526
                  65,            0.032692,            0.067493,            0.014714,             0.70525,             0.55189,             0.58845,             0.38962,            0.032262,            0.046853,            0.018156,           0.0087328,           0.0087328,           0.0087328
                  66,            0.032639,            0.067586,            0.014671,             0.65194,             0.57929,             0.58769,             0.38911,            0.032267,            0.046867,            0.018197,            0.008713,            0.008713,            0.008713
                  67,            0.032695,            0.067505,            0.014761,             0.65767,              0.5755,             0.58817,             0.38934,            0.032282,             0.04687,            0.018204,           0.0086932,           0.0086932,           0.0086932
                  68,            0.032638,            0.067485,            0.014681,             0.64607,             0.57793,             0.58753,             0.38889,            0.032292,            0.046857,            0.018207,           0.0086734,           0.0086734,           0.0086734
                  69,            0.032518,            0.067531,            0.014592,             0.68289,             0.55377,             0.58686,             0.38884,             0.03228,            0.046852,            0.018217,           0.0086536,           0.0086536,           0.0086536
                  70,            0.032336,            0.066765,            0.014494,             0.66428,              0.5662,             0.58706,             0.38928,            0.032275,            0.046844,            0.018215,           0.0086338,           0.0086338,           0.0086338
                  71,            0.032451,            0.067227,            0.014356,             0.65024,             0.57318,             0.58682,             0.38961,            0.032274,            0.046864,            0.018214,            0.008614,            0.008614,            0.008614
                  72,            0.032379,            0.067194,            0.014314,             0.68241,             0.55393,             0.58618,             0.38922,            0.032279,            0.046867,            0.018227,           0.0085942,           0.0085942,           0.0085942
                  73,            0.032409,            0.067364,            0.014297,             0.63672,             0.58246,             0.58694,             0.38967,            0.032273,            0.046882,            0.018219,           0.0085744,           0.0085744,           0.0085744
                  74,             0.03237,            0.067452,            0.014326,             0.65188,             0.57736,             0.58686,                0.39,            0.032273,            0.046893,            0.018211,           0.0085546,           0.0085546,           0.0085546
                  75,             0.03224,            0.066961,            0.014194,             0.65765,             0.57361,             0.58653,              0.3896,            0.032277,            0.046899,            0.018218,           0.0085348,           0.0085348,           0.0085348
                  76,            0.032261,            0.066347,            0.014171,             0.66674,             0.56854,             0.58649,             0.38982,            0.032279,            0.046914,            0.018228,            0.008515,            0.008515,            0.008515
                  77,            0.032161,            0.066536,             0.01414,             0.66724,             0.56983,               0.587,             0.39016,            0.032274,            0.046933,            0.018238,           0.0084952,           0.0084952,           0.0084952
                  78,            0.032172,            0.066482,            0.014077,             0.66204,             0.57175,             0.58722,             0.39028,            0.032268,            0.046939,            0.018245,           0.0084754,           0.0084754,           0.0084754
                  79,            0.032121,            0.066291,            0.014094,             0.66724,             0.57176,             0.58719,             0.39055,            0.032259,             0.04695,            0.018243,           0.0084556,           0.0084556,           0.0084556
                  80,            0.032069,            0.066211,             0.01394,             0.67249,             0.56911,             0.58727,             0.39115,             0.03225,            0.046963,             0.01824,           0.0084358,           0.0084358,           0.0084358
                  81,            0.031986,            0.066391,            0.013786,             0.67177,             0.56872,             0.58767,             0.39134,            0.032247,            0.046972,            0.018235,            0.008416,            0.008416,            0.008416
                  82,            0.031978,            0.066233,            0.013941,             0.67944,             0.56525,             0.58756,             0.39156,            0.032241,            0.046983,            0.018227,           0.0083962,           0.0083962,           0.0083962
                  83,            0.031893,            0.066105,            0.013915,             0.67926,             0.56464,             0.58776,             0.39168,            0.032242,            0.047004,            0.018225,           0.0083764,           0.0083764,           0.0083764
                  84,            0.031966,            0.066656,            0.013826,             0.68262,             0.56261,             0.58788,             0.39189,            0.032242,             0.04702,             0.01822,           0.0083566,           0.0083566,           0.0083566
                  85,            0.031866,            0.066048,             0.01376,             0.68696,             0.55805,             0.58765,             0.39192,            0.032243,            0.047038,            0.018229,           0.0083368,           0.0083368,           0.0083368
                  86,            0.031857,            0.066022,            0.013668,             0.67348,             0.56482,             0.58753,             0.39198,            0.032244,             0.04705,            0.018227,            0.008317,            0.008317,            0.008317
                  87,            0.031893,            0.066374,            0.013712,             0.66818,             0.56704,             0.58728,             0.39193,            0.032247,            0.047062,            0.018227,           0.0082972,           0.0082972,           0.0082972
                  88,            0.031664,             0.06559,            0.013529,             0.68685,             0.55415,             0.58726,             0.39227,            0.032251,            0.047076,            0.018231,           0.0082774,           0.0082774,           0.0082774
                  89,             0.03187,            0.065669,            0.013563,             0.70876,             0.54549,             0.58719,             0.39233,            0.032259,            0.047088,            0.018237,           0.0082576,           0.0082576,           0.0082576
                  90,             0.03165,             0.06591,            0.013541,             0.68161,             0.55778,             0.58741,              0.3927,            0.032259,            0.047097,            0.018248,           0.0082378,           0.0082378,           0.0082378
                  91,            0.031641,             0.06555,            0.013555,             0.64802,             0.57686,             0.58775,             0.39283,            0.032259,            0.047109,            0.018251,            0.008218,            0.008218,            0.008218
                  92,            0.031608,            0.065711,            0.013401,             0.65355,              0.5748,             0.58762,             0.39283,            0.032267,            0.047127,            0.018257,           0.0081982,           0.0081982,           0.0081982
                  93,            0.031682,            0.065881,            0.013556,             0.65492,             0.57557,             0.58772,             0.39279,            0.032272,            0.047143,            0.018259,           0.0081784,           0.0081784,           0.0081784
                  94,            0.031628,            0.065689,            0.013442,             0.65785,             0.57307,             0.58794,             0.39329,            0.032277,            0.047161,            0.018257,           0.0081586,           0.0081586,           0.0081586
                  95,            0.031547,            0.065486,            0.013533,             0.65149,             0.57626,             0.58779,             0.39319,            0.032282,            0.047168,            0.018256,           0.0081388,           0.0081388,           0.0081388
                  96,              0.0314,            0.065334,            0.013256,             0.66762,             0.56669,             0.58772,             0.39338,            0.032285,            0.047168,            0.018248,            0.008119,            0.008119,            0.008119
                  97,            0.031394,             0.06534,            0.013281,             0.66985,             0.56692,             0.58825,             0.39321,            0.032291,             0.04718,            0.018245,           0.0080992,           0.0080992,           0.0080992
                  98,            0.031444,            0.065211,            0.013191,             0.68581,             0.55745,             0.58826,               0.393,            0.032293,            0.047193,            0.018243,           0.0080794,           0.0080794,           0.0080794
                  99,            0.031446,            0.065134,            0.013355,             0.65048,             0.57535,             0.58828,              0.3933,            0.032295,              0.0472,            0.018238,           0.0080596,           0.0080596,           0.0080596
                 100,            0.031366,            0.064854,            0.013209,             0.66505,             0.56961,             0.58819,             0.39321,            0.032297,            0.047216,            0.018238,           0.0080398,           0.0080398,           0.0080398
                 101,            0.031419,            0.065291,            0.013207,             0.65394,              0.5774,             0.58817,             0.39323,            0.032298,            0.047222,            0.018231,             0.00802,             0.00802,             0.00802
                 102,            0.031368,            0.065271,            0.013222,              0.6594,             0.57454,             0.58834,             0.39358,              0.0323,            0.047236,            0.018227,           0.0080002,           0.0080002,           0.0080002
                 103,            0.031274,            0.064707,            0.013079,             0.66845,             0.57186,             0.58854,             0.39384,              0.0323,            0.047249,            0.018225,           0.0079804,           0.0079804,           0.0079804
                 104,            0.031279,            0.064844,            0.013082,             0.67139,             0.56934,             0.58855,             0.39395,            0.032309,            0.047267,            0.018233,           0.0079606,           0.0079606,           0.0079606
                 105,            0.031356,            0.065217,            0.013036,             0.69039,              0.5588,             0.58914,             0.39442,            0.032308,            0.047267,            0.018232,           0.0079408,           0.0079408,           0.0079408
                 106,             0.03118,            0.064705,            0.012992,             0.67829,             0.56647,             0.58899,             0.39445,            0.032311,            0.047268,            0.018234,            0.007921,            0.007921,            0.007921
                 107,             0.03118,            0.064781,            0.012891,             0.67919,             0.56604,             0.58913,             0.39452,            0.032309,            0.047278,            0.018245,           0.0079012,           0.0079012,           0.0079012
                 108,            0.031227,            0.064462,             0.01309,             0.69988,             0.55641,              0.5894,             0.39462,            0.032314,            0.047294,            0.018251,           0.0078814,           0.0078814,           0.0078814
                 109,            0.031213,            0.064488,            0.013111,             0.69932,             0.55704,             0.58953,             0.39462,            0.032316,            0.047306,            0.018249,           0.0078616,           0.0078616,           0.0078616
                 110,            0.031124,            0.064114,            0.012892,              0.6912,              0.5611,             0.58961,             0.39475,            0.032317,            0.047306,            0.018253,           0.0078418,           0.0078418,           0.0078418
                 111,            0.031159,            0.064956,            0.012738,             0.69618,             0.55772,             0.59002,              0.3949,            0.032318,            0.047312,            0.018257,            0.007822,            0.007822,            0.007822
                 112,            0.030993,            0.064444,            0.012912,              0.6895,             0.56127,             0.59038,             0.39528,            0.032318,            0.047312,            0.018266,           0.0078022,           0.0078022,           0.0078022
                 113,            0.031162,            0.064581,            0.012882,             0.69237,             0.56029,             0.59066,             0.39538,            0.032321,            0.047327,            0.018274,           0.0077824,           0.0077824,           0.0077824
                 114,            0.030959,            0.064168,            0.012835,             0.69029,             0.56031,             0.59057,             0.39549,            0.032325,            0.047345,            0.018287,           0.0077626,           0.0077626,           0.0077626
                 115,            0.031034,            0.064302,            0.012845,             0.69318,             0.55842,             0.59045,             0.39586,            0.032325,            0.047346,            0.018296,           0.0077428,           0.0077428,           0.0077428
                 116,            0.030917,            0.064539,            0.012683,             0.69733,             0.55747,             0.59093,             0.39572,            0.032331,            0.047355,            0.018307,            0.007723,            0.007723,            0.007723
                 117,            0.030864,            0.064127,            0.012718,             0.69636,             0.55778,             0.59053,             0.39561,            0.032335,            0.047366,             0.01832,           0.0077032,           0.0077032,           0.0077032
                 118,            0.031003,             0.06432,            0.012691,             0.69505,             0.55941,             0.59055,             0.39555,            0.032337,            0.047371,            0.018327,           0.0076834,           0.0076834,           0.0076834
                 119,            0.030862,            0.063931,             0.01246,             0.69579,             0.55964,             0.59027,             0.39527,            0.032337,            0.047375,            0.018336,           0.0076636,           0.0076636,           0.0076636
                 120,            0.030867,            0.064123,            0.012674,             0.69729,             0.56034,                0.59,             0.39529,            0.032338,            0.047388,            0.018351,           0.0076438,           0.0076438,           0.0076438
                 121,            0.030901,            0.064202,             0.01253,             0.70132,             0.55904,             0.58989,             0.39528,            0.032341,            0.047395,            0.018353,            0.007624,            0.007624,            0.007624
                 122,            0.030822,            0.063925,            0.012748,             0.70545,             0.55587,             0.58941,             0.39518,            0.032339,            0.047413,            0.018362,           0.0076042,           0.0076042,           0.0076042
                 123,            0.030816,             0.06349,            0.012606,              0.6955,             0.56131,             0.58978,             0.39547,            0.032341,            0.047425,            0.018364,           0.0075844,           0.0075844,           0.0075844
                 124,            0.030753,            0.064365,            0.012478,             0.69689,             0.56053,             0.58956,             0.39538,            0.032341,             0.04743,            0.018368,           0.0075646,           0.0075646,           0.0075646
                 125,            0.030661,            0.063589,             0.01251,             0.69071,             0.56108,             0.58947,             0.39522,            0.032341,            0.047443,            0.018371,           0.0075448,           0.0075448,           0.0075448
                 126,            0.030643,            0.063229,            0.012567,             0.68615,             0.56401,             0.58933,             0.39515,            0.032345,            0.047449,            0.018376,            0.007525,            0.007525,            0.007525
                 127,            0.030727,            0.063881,             0.01235,             0.68639,             0.56405,             0.58908,             0.39513,            0.032345,            0.047453,            0.018385,           0.0075052,           0.0075052,           0.0075052
                 128,            0.030656,            0.063664,            0.012459,             0.68542,             0.56426,             0.58897,             0.39534,            0.032349,            0.047471,             0.01839,           0.0074854,           0.0074854,           0.0074854
                 129,            0.030564,            0.063256,            0.012303,             0.70801,             0.55156,             0.58879,             0.39528,            0.032356,            0.047491,            0.018402,           0.0074656,           0.0074656,           0.0074656
                 130,            0.030597,            0.063193,            0.012344,             0.69278,             0.55952,             0.58915,             0.39546,            0.032356,            0.047518,            0.018411,           0.0074458,           0.0074458,           0.0074458
                 131,            0.030529,            0.063531,            0.012368,             0.69343,               0.559,             0.58915,             0.39539,            0.032356,             0.04754,            0.018418,            0.007426,            0.007426,            0.007426
                 132,             0.03059,            0.063898,            0.012443,             0.69639,             0.55759,             0.58911,             0.39559,            0.032359,            0.047549,            0.018418,           0.0074062,           0.0074062,           0.0074062
                 133,            0.030646,            0.063872,            0.012396,             0.69541,             0.55774,              0.5893,             0.39566,            0.032362,            0.047562,            0.018421,           0.0073864,           0.0073864,           0.0073864
                 134,            0.030683,            0.063616,            0.012365,             0.70015,              0.5549,             0.58922,             0.39578,            0.032361,            0.047567,            0.018425,           0.0073666,           0.0073666,           0.0073666
                 135,            0.030507,            0.063528,            0.012246,             0.69422,             0.55812,             0.58928,             0.39574,            0.032363,            0.047575,             0.01843,           0.0073468,           0.0073468,           0.0073468
                 136,            0.030519,            0.063674,             0.01229,             0.69027,             0.55892,             0.58927,             0.39572,            0.032367,            0.047583,            0.018439,            0.007327,            0.007327,            0.007327
                 137,             0.03052,            0.063027,            0.012285,             0.70065,             0.55286,              0.5892,             0.39569,             0.03237,            0.047602,            0.018452,           0.0073072,           0.0073072,           0.0073072
                 138,            0.030519,            0.063126,            0.012175,             0.71134,             0.54815,             0.58909,             0.39551,            0.032374,            0.047625,             0.01846,           0.0072874,           0.0072874,           0.0072874
                 139,             0.03035,            0.063406,            0.012039,             0.70818,             0.54929,             0.58919,             0.39564,            0.032374,            0.047637,            0.018469,           0.0072676,           0.0072676,           0.0072676
                 140,            0.030379,             0.06329,            0.012152,             0.70882,             0.54899,             0.58901,             0.39552,            0.032373,            0.047646,            0.018474,           0.0072478,           0.0072478,           0.0072478
                 141,            0.030444,            0.062822,            0.012296,             0.71364,             0.54737,             0.58883,             0.39541,             0.03237,            0.047653,            0.018475,            0.007228,            0.007228,            0.007228
                 142,             0.03028,            0.062994,            0.012006,             0.70059,             0.55249,              0.5889,             0.39547,            0.032374,            0.047668,            0.018475,           0.0072082,           0.0072082,           0.0072082
                 143,            0.030286,            0.062787,            0.012057,              0.7002,             0.55381,             0.58889,             0.39556,            0.032376,            0.047679,            0.018482,           0.0071884,           0.0071884,           0.0071884
                 144,            0.030306,            0.063415,            0.012145,             0.69031,             0.55961,             0.58989,             0.39537,            0.032376,            0.047692,            0.018494,           0.0071686,           0.0071686,           0.0071686
                 145,            0.030354,            0.063435,            0.012051,             0.67801,             0.56677,             0.58965,             0.39521,             0.03238,            0.047709,            0.018503,           0.0071488,           0.0071488,           0.0071488
                 146,            0.030218,            0.063142,            0.011958,             0.67894,             0.56604,             0.58943,             0.39511,            0.032384,            0.047719,            0.018514,            0.007129,            0.007129,            0.007129
                 147,            0.030225,            0.062795,            0.011984,             0.67435,             0.56626,             0.58928,             0.39504,            0.032386,            0.047722,            0.018527,           0.0071092,           0.0071092,           0.0071092
                 148,            0.030163,            0.062533,            0.012076,             0.66091,             0.57123,             0.58926,             0.39498,            0.032381,            0.047728,            0.018534,           0.0070894,           0.0070894,           0.0070894
                 149,            0.030251,            0.062915,            0.011929,             0.68461,             0.55902,             0.58882,              0.3948,             0.03238,            0.047742,            0.018551,           0.0070696,           0.0070696,           0.0070696
                 150,            0.030182,            0.062619,            0.011976,             0.65961,               0.572,             0.58882,             0.39471,            0.032379,            0.047755,            0.018558,           0.0070498,           0.0070498,           0.0070498
                 151,            0.030185,            0.062804,            0.011912,             0.66535,             0.57071,              0.5896,             0.39452,            0.032379,            0.047759,            0.018568,             0.00703,             0.00703,             0.00703
                 152,             0.03013,            0.062175,            0.011921,             0.66592,             0.57099,             0.58986,             0.39474,            0.032382,            0.047773,            0.018574,           0.0070102,           0.0070102,           0.0070102
                 153,            0.030227,            0.063154,            0.011915,             0.67485,             0.56644,             0.58996,             0.39453,            0.032383,             0.04778,            0.018578,           0.0069904,           0.0069904,           0.0069904
                 154,            0.030154,            0.062556,            0.011902,             0.67146,             0.56773,             0.58951,              0.3943,            0.032385,            0.047793,            0.018583,           0.0069706,           0.0069706,           0.0069706
                 155,            0.029946,            0.062512,            0.011767,             0.66852,             0.56881,             0.58949,             0.39438,             0.03238,              0.0478,            0.018596,           0.0069508,           0.0069508,           0.0069508
                 156,            0.030081,            0.062646,            0.011795,             0.67487,             0.56542,             0.58948,             0.39415,            0.032382,            0.047818,            0.018603,            0.006931,            0.006931,            0.006931
                 157,            0.030139,            0.062668,            0.011987,             0.68515,             0.56104,             0.58959,             0.39451,             0.03238,            0.047836,            0.018616,           0.0069112,           0.0069112,           0.0069112
                 158,            0.029994,            0.062255,            0.011795,             0.67473,             0.56501,             0.58915,             0.39427,            0.032384,            0.047868,            0.018626,           0.0068914,           0.0068914,           0.0068914
                 159,            0.030046,            0.062419,            0.011928,             0.66927,             0.56844,             0.58941,             0.39414,            0.032388,            0.047886,            0.018638,           0.0068716,           0.0068716,           0.0068716
                 160,            0.029927,            0.062056,            0.011729,             0.66371,             0.57106,             0.58907,             0.39441,            0.032392,            0.047907,            0.018648,           0.0068518,           0.0068518,           0.0068518
                 161,            0.030035,            0.063052,            0.011749,             0.67496,             0.56534,              0.5888,             0.39411,            0.032398,            0.047928,            0.018663,            0.006832,            0.006832,            0.006832
                 162,            0.030059,            0.061971,            0.011899,             0.67974,             0.56311,             0.58899,             0.39392,            0.032402,            0.047941,            0.018672,           0.0068122,           0.0068122,           0.0068122
